Price,Gold_Close,Gold_High,Gold_Low,Gold_Open,Gold_Volume,SP500_Close,SP500_High,SP500_Low,SP500_Open,SP500_Volume,DJI_Close,DJI_High,DJI_Low,DJI_Open,DJI_Volume,Oil_USO_Close,Oil_USO_High,Oil_USO_Low,Oil_USO_Open,Oil_USO_Volume,USD_Index_Close,USD_Index_High,USD_Index_Low,USD_Index_Open,USD_Index_Volume,GDX_Close,GDX_High,GDX_Low,GDX_Open,GDX_Volume,Platinum_Close,Platinum_High,Platinum_Low,Platinum_Open,Platinum_Volume,Palladium_Close,Palladium_High,Palladium_Low,Palladium_Open,Palladium_Volume,EUR_USD_Close,EUR_USD_High,EUR_USD_Low,EUR_USD_Open,EUR_USD_Volume,CHF_USD_Close,CHF_USD_High,CHF_USD_Low,CHF_USD_Open,CHF_USD_Volume
2011-01-13,1386.9000244140625,1392.5,1371.4000244140625,1386.0999755859375,66.0,1283.760009765625,1286.699951171875,1280.469970703125,1285.780029296875,4310840000.0,11731.900390625,11757.25,11700.5302734375,11753.7001953125,161660000.0,309.20001220703125,313.5199890136719,308.79998779296875,312.0,800413.0,19.69763946533203,19.749476546825882,19.64580403165691,19.723558006078957,4646000.0,49.309181213378906,51.15662804330478,48.99247585076733,51.15662804330478,12741600.0,1818.5999755859375,1816.699951171875,1808.0,1816.699951171875,6.0,811.4000244140625,811.4000244140625,811.4000244140625,811.4000244140625,3.0,1.3128355741500854,1.3352917432785034,1.3091918230056763,1.3128011226654053,0.0,0.9671000242233276,0.9758999943733215,0.961899995803833,0.9671000242233276,0.0
2011-01-14,1360.4000244140625,1376.0,1356.699951171875,1375.0,252.0,1293.239990234375,1293.239990234375,1281.239990234375,1282.9000244140625,4661590000.0,11787.3798828125,11794.150390625,11698.830078125,11732.1298828125,200770000.0,311.3599853515625,311.6000061035156,307.5199890136719,308.0799865722656,762175.0,19.671722412109375,19.73219735887403,19.637164358061735,19.69763930482639,5341100.0,48.27988815307617,49.30917714062326,48.0423591507365,48.86930936353309,17677900.0,1813.4000244140625,1813.800048828125,1808.0,1808.0,3.0,788.4500122070312,788.4500122070312,788.4500122070312,788.4500122070312,3.0,1.335327386856079,1.3448994159698486,1.3326047658920288,1.3351134061813354,0.0,0.9638800024986267,0.9681800007820129,0.9605000019073486,0.963699996471405,0.0
2011-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3380253314971924,1.3376137018203735,1.3252933025360107,1.3376137018203735,0.0,0.963699996471405,0.9674000144004822,0.9635999798774719,0.9639000296592712,0.0
2011-01-18,1368.0999755859375,1371.0,1359.199951171875,1365.0999755859375,106.0,1295.02001953125,1296.06005859375,1290.1600341796875,1293.219970703125,5284990000.0,11837.9296875,11858.7802734375,11777.990234375,11783.8203125,203390000.0,309.8399963378906,312.0,307.8399963378906,307.9200134277344,718000.0,19.65444564819336,19.680364191713473,19.533495740737294,19.611249723478736,3015100.0,49.09804153442383,49.33557053215538,48.772536969426106,48.95728398272269,6702300.0,1823.5,1822.300048828125,1807.5,1810.0,13.0,808.4000244140625,808.4000244140625,808.4000244140625,808.4000244140625,1.0,1.3283917903900146,1.3461124897003174,1.3255919218063354,1.3283741474151611,0.0,0.9646000266075134,0.9651700258255005,0.9556000232696533,0.9646000266075134,0.0
2011-01-19,1370.199951171875,1376.199951171875,1367.0,1371.9000244140625,40.0,1281.9200439453125,1294.5999755859375,1278.9200439453125,1294.52001953125,4743710000.0,11825.2900390625,11861.240234375,11798.4599609375,11834.2099609375,166250000.0,308.32000732421875,311.760009765625,307.5199890136719,311.760009765625,811050.0,19.533493041992188,19.559409934112725,19.490295475426834,19.498934988739904,3512300.0,48.79892349243164,49.62587355657986,48.33266145050009,49.57308822468453,8648800.0,1833.300048828125,1845.800048828125,1845.800048828125,1845.800048828125,5.0,817.75,817.75,817.75,817.75,1.0,1.3378105163574219,1.3536745309829712,1.3381685018539429,1.3381685018539429,0.0,0.9638000130653381,0.9639999866485596,0.9569600224494934,0.9638000130653381,0.0
2011-01-20,1346.5,1367.699951171875,1345.0,1367.699951171875,10.0,1280.260009765625,1283.3499755859375,1271.260009765625,1280.8499755859375,4935320000.0,11822.7998046875,11845.16015625,11744.76953125,11823.7001953125,180800000.0,300.55999755859375,302.8800048828125,298.239990234375,302.0,1706900.0,19.593969345092773,19.680362836391282,19.568050803357583,19.6026088590045,2165000.0,48.068748474121094,48.103938700488165,46.96028319095587,47.672866817303266,17410200.0,1813.699951171875,1828.300048828125,1805.199951171875,1828.300048828125,10.0,813.8499755859375,816.8499755859375,816.8499755859375,816.8499755859375,1.0,1.3452069759368896,1.351807951927185,1.3403029441833496,1.3453155755996704,0.0,0.9557999968528748,0.9681000113487244,0.9526600241661072,0.9559000134468079,0.0
2011-01-21,1341.0,1345.5999755859375,1338.5999755859375,1341.699951171875,20.0,1283.3499755859375,1291.2099609375,1282.0699462890625,1283.6300048828125,4935320000.0,11871.83984375,11905.48046875,11822.7998046875,11822.9501953125,249480000.0,300.0799865722656,302.0,298.79998779296875,300.79998779296875,1025725.0,19.42982292175293,19.50757690332296,19.41254389299984,19.48165836019332,3009600.0,47.45293045043945,48.350261040242415,47.41774358184044,47.86640719877966,16704300.0,1818.800048828125,1814.0,1812.5,1814.0,2.0,814.75,814.75,814.75,814.75,1.0,1.3468012809753418,1.3588987588882446,1.3450984954833984,1.3465656042099,0.0,0.9667999744415283,0.968500018119812,0.9575999975204468,0.9667999744415283,0.0
2011-01-24,1344.5,1352.300048828125,1341.800048828125,1352.300048828125,2.0,1290.8399658203125,1291.9300537109375,1282.469970703125,1283.2900390625,3902470000.0,11980.51953125,11982.9404296875,11867.98046875,11873.4296875,184000000.0,295.44000244140625,296.7200012207031,293.3599853515625,295.20001220703125,1337175.0,19.386625289916992,19.464379264637657,19.33478820822406,19.464379264637657,2429600.0,47.0042724609375,47.945589266128785,46.73155322211646,47.4089500236333,11997200.0,1814.5999755859375,1817.800048828125,1817.800048828125,1814.5999755859375,10.0,814.5499877929688,814.5499877929688,814.5499877929688,814.5499877929688,1.0,1.361952543258667,1.368007779121399,1.3547013998031616,1.3621937036514282,0.0,0.9581999778747559,0.9621999859809875,0.9473999738693237,0.9582899808883667,0.0
2011-01-25,1332.300048828125,1331.5,1323.5999755859375,1330.4000244140625,394.0,1291.1800537109375,1291.260009765625,1281.0699462890625,1288.1700439453125,4595380000.0,11977.1904296875,11985.9697265625,11898.740234375,11980.51953125,191950000.0,290.1600036621094,292.239990234375,289.44000244140625,291.760009765625,1207738.0,19.377986907958984,19.48165778176167,19.34342885147887,19.464380401340442,2205900.0,46.73154830932617,46.90749607858708,46.15092301991236,46.423642230063,17835300.0,1784.199951171875,1798.5,1787.0,1798.5,97.0,782.75,782.75,782.75,782.75,1.0,1.3644053936004639,1.3684009313583374,1.3575890064239502,1.3644053936004639,0.0,0.9491999745368958,0.952019989490509,0.9419999718666077,0.9490000009536743,0.0
2011-01-26,1333.0,1341.699951171875,1333.0,1333.0,4.0,1296.6300048828125,1299.739990234375,1291.969970703125,1291.969970703125,4730980000.0,11985.4404296875,12020.51953125,11961.830078125,11978.849609375,168320000.0,294.79998779296875,294.8800048828125,288.3999938964844,290.32000732421875,1378350.0,19.343425750732422,19.403900692059675,19.326148373080752,19.360704776202656,4090200.0,48.47343063354492,48.561406207854766,46.582001090870946,46.64358231492533,16728600.0,1793.800048828125,1793.800048828125,1793.800048828125,1793.800048828125,97.0,802.6500244140625,802.6500244140625,802.6500244140625,802.6500244140625,1.0,1.3686069250106812,1.3717608451843262,1.3650199174880981,1.3687942028045654,0.0,0.9420999884605408,0.9460600018501282,0.9401999711990356,0.9419999718666077,0.0
2011-01-27,1318.4000244140625,1342.0,1318.4000244140625,1342.0,210699.0,1299.5400390625,1301.2900390625,1294.4100341796875,1297.510009765625,4309190000.0,11989.830078125,12019.5302734375,11971.9296875,11985.3603515625,167770000.0,287.5199890136719,293.67999267578125,287.44000244140625,292.79998779296875,1232088.0,19.30887222290039,19.36934717323299,19.282953680835504,19.291593194857132,1964100.0,47.268192291259766,48.420647108719024,46.91630007295935,48.420647108719024,14558900.0,1800.0999755859375,1800.0999755859375,1800.0999755859375,1800.0999755859375,1.0,811.5499877929688,811.5499877929688,811.5499877929688,811.5499877929688,38.0,1.3710086345672607,1.3756294250488281,1.3642936944961548,1.3708019256591797,0.0,0.9426000118255615,0.9460399746894836,0.9391400218009949,0.9424800276756287,0.0
2011-01-28,1340.699951171875,1346.5999755859375,1307.699951171875,1314.0,73023.0,1276.3399658203125,1302.6700439453125,1275.0999755859375,1299.6300048828125,5618630000.0,11823.7001953125,12012.419921875,11803.0400390625,11990.3603515625,214170000.0,300.6400146484375,301.67999267578125,289.8399963378906,290.0,3782888.0,19.42982292175293,19.455741464882568,19.3175125304956,19.343429425806356,3585000.0,47.681671142578125,48.65817821501038,46.86351674977948,47.039464544475166,13555700.0,1801.5999755859375,1801.5999755859375,1801.5999755859375,1801.5999755859375,1.0,815.9000244140625,815.9000244140625,815.9000244140625,815.9000244140625,38.0,1.3723068237304688,1.3747026920318604,1.3616001605987549,1.372495174407959,0.0,0.9460399746894836,0.9469299912452698,0.9413999915122986,0.9460099935531616,0.0
2011-01-31,1333.800048828125,1345.9000244140625,1323.300048828125,1339.0,13657.0,1286.1199951171875,1287.1700439453125,1276.5,1276.5,4167160000.0,11891.9296875,11891.9296875,11817.8798828125,11824.3896484375,206580000.0,308.8800048828125,312.0799865722656,298.0,298.239990234375,3422113.0,19.3175106048584,19.352067011101,19.26567352376643,19.3175106048584,4983400.0,47.43533706665039,47.963180385963646,47.013064424754575,47.62887995265771,8539200.0,1797.5,1797.5,1797.5,1797.5,1.0,819.0,819.0,819.0,819.0,38.0,1.3572757244110107,1.3737962245941162,1.3572940826416016,1.3576072454452515,0.0,0.9417999982833862,0.9442999958992004,0.9373000264167786,0.9416999816894531,0.0
2011-02-01,1339.5999755859375,1342.9000244140625,1325.300048828125,1333.0999755859375,3180.0,1307.5899658203125,1308.8599853515625,1289.1400146484375,1289.1400146484375,5164500000.0,12040.16015625,12050.75,11892.5,11892.5,180890000.0,304.55999755859375,310.7200012207031,304.0,309.3599853515625,2034363.0,19.127445220947266,19.26567414601968,19.118805707152895,19.222478224866588,4269700.0,48.77254104614258,48.84292150583836,47.51451885444322,48.0071720045386,11419600.0,1829.5999755859375,1829.5999755859375,1829.5999755859375,1829.5999755859375,1.0,822.4500122070312,822.4500122070312,822.4500122070312,822.4500122070312,38.0,1.3713847398757935,1.3793293237686157,1.3704825639724731,1.3714975118637085,0.0,0.9431999921798706,0.9453999996185303,0.9388999938964844,0.9434300065040588,0.0
2011-02-02,1331.5,1344.0,1327.0,1344.0,1363.0,1304.030029296875,1307.6099853515625,1302.6199951171875,1305.9100341796875,4098260000.0,12041.9697265625,12057.91015625,12018.509765625,12038.26953125,143440000.0,305.44000244140625,308.4800109863281,302.79998779296875,304.8800048828125,1462100.0,19.162002563476562,19.205198483023167,19.12744450958431,19.162002563476562,2462600.0,48.41184616088867,48.94848538243083,47.998372735115446,48.88690416250876,6583300.0,1825.199951171875,1825.199951171875,1825.199951171875,1825.199951171875,1.0,809.4500122070312,809.4500122070312,809.4500122070312,809.4500122070312,38.0,1.382991909980774,1.386001467704773,1.3781508207321167,1.3827816247940063,0.0,0.9351999759674072,0.9394999742507935,0.9330000281333923,0.9356300234794617,0.0
2011-02-03,1352.300048828125,1355.800048828125,1324.9000244140625,1335.5999755859375,1865.0,1307.0999755859375,1308.5999755859375,1294.8299560546875,1302.77001953125,4370990000.0,12062.259765625,12080.5400390625,11981.0498046875,12040.6796875,143710000.0,304.7200012207031,307.1199951171875,302.4800109863281,306.239990234375,1053413.0,19.3175106048584,19.34342749758567,19.274313037281757,19.291592064312415,1928300.0,49.722652435302734,49.88100509878496,47.9807764929229,48.62298302552319,11667100.0,1840.699951171875,1840.699951171875,1840.699951171875,1840.699951171875,1.0,819.4500122070312,819.4500122070312,819.4500122070312,819.4500122070312,38.0,1.3817880153656006,1.382456660270691,1.3618968725204468,1.381577968597412,0.0,0.9395999908447266,0.9519000053405762,0.9394999742507935,0.9398099780082703,0.0
2011-02-04,1348.300048828125,1360.0,1345.0,1354.800048828125,591.0,1310.8699951171875,1311.0,1301.6700439453125,1307.010009765625,3925950000.0,12092.150390625,12092.419921875,12025.7802734375,12061.73046875,121780000.0,298.7200012207031,307.5199890136719,297.2799987792969,307.0400085449219,2158938.0,19.377986907958984,19.429822344860327,19.3520683655989,19.377986907958984,1840800.0,49.361961364746094,50.17131644542912,49.23879892689648,50.08334423437218,8586900.0,1842.4000244140625,1842.4000244140625,1842.4000244140625,1842.4000244140625,1.0,815.5999755859375,815.5999755859375,815.5999755859375,815.5999755859375,38.0,1.362453579902649,1.3647592067718506,1.3545913696289062,1.3628991842269897,0.0,0.9462699890136719,0.9591000080108643,0.9451000094413757,0.9460600018501282,0.0
2011-02-07,1347.5999755859375,1353.800048828125,1343.800048828125,1345.800048828125,1004.0,1319.050048828125,1322.8499755859375,1311.8499755859375,1311.8499755859375,3902270000.0,12161.6298828125,12188.759765625,12092.2998046875,12092.3798828125,132960000.0,293.2799987792969,298.9599914550781,293.2799987792969,297.67999267578125,1369588.0,19.377986907958984,19.45574088722041,19.360707879718927,19.438461858980354,1629800.0,49.370758056640625,49.986573611956196,49.20360951050953,49.845816058391904,6296600.0,1840.800048828125,1840.800048828125,1840.800048828125,1840.800048828125,1.0,818.2000122070312,818.2000122070312,818.2000122070312,818.2000122070312,38.0,1.357496738433838,1.36263906955719,1.3510043621063232,1.3575152158737183,0.0,0.9543799757957458,0.9597300291061401,0.953000009059906,0.9542999863624573,0.0
2011-02-08,1363.4000244140625,1367.0,1350.0,1351.199951171875,2536.0,1324.5699462890625,1324.8699951171875,1316.030029296875,1318.760009765625,3881530000.0,12233.150390625,12238.7900390625,12150.0498046875,12152.7001953125,126650000.0,293.1199951171875,296.1600036621094,290.239990234375,291.0400085449219,2169475.0,19.360708236694336,19.377987265252987,19.274314741719945,19.33478969385636,1894500.0,50.45283889770508,50.54961035751987,49.93379472263731,50.136136878209264,8316700.0,1858.5,1858.5,1858.5,1858.5,1.0,837.5999755859375,837.5999755859375,837.5999755859375,837.5999755859375,38.0,1.359194278717041,1.3674652576446533,1.3574045896530151,1.3594160079956055,0.0,0.954800009727478,0.9598000049591064,0.9525200128555298,0.9547799825668335,0.0
2011-02-09,1364.800048828125,1366.5,1359.5999755859375,1362.800048828125,146.0,1320.8800048828125,1324.5400390625,1314.8900146484375,1322.47998046875,3922240000.0,12239.8896484375,12254.23046875,12188.1904296875,12229.2900390625,162910000.0,292.0,295.3599853515625,290.32000732421875,293.20001220703125,1278013.0,19.274311065673828,19.343425518907882,19.23975466296607,19.317508628831703,2407800.0,49.66986083984375,50.734339889022905,49.35315555276665,50.47041993510008,7190000.0,1856.0,1856.0,1856.0,1856.0,1.0,825.5999755859375,825.5999755859375,825.5999755859375,825.5999755859375,38.0,1.3626948595046997,1.3718926906585693,1.3612109422683716,1.362323522567749,0.0,0.9632999897003174,0.9656999707221985,0.9596400260925293,0.9633499979972839,0.0
2011-02-10,1361.9000244140625,1364.5,1351.699951171875,1364.300048828125,312.0,1321.8699951171875,1322.780029296875,1311.739990234375,1318.1300048828125,4184610000.0,12229.2900390625,12239.66015625,12156.9404296875,12239.66015625,274440000.0,292.32000732421875,294.8800048828125,290.0799865722656,290.3999938964844,1690075.0,19.42982292175293,19.455741464882568,19.377987483312538,19.41254389299984,3205800.0,49.20361328125,49.49392428950736,48.579001799186386,49.133232821111825,7487800.0,1827.4000244140625,1827.4000244140625,1827.4000244140625,1827.4000244140625,1.0,820.0499877929688,820.0499877929688,820.0499877929688,820.0499877929688,38.0,1.372099757194519,1.3728156089782715,1.3581420183181763,1.3718926906585693,0.0,0.9581999778747559,0.9694799780845642,0.9580000042915344,0.9584000110626221,0.0
2011-02-11,1359.9000244140625,1368.800048828125,1355.199951171875,1364.0,488.0,1329.1500244140625,1330.7900390625,1316.0799560546875,1318.6600341796875,4219300000.0,12273.259765625,12285.9404296875,12180.48046875,12227.7802734375,184290000.0,288.3999938964844,292.1600036621094,286.9599914550781,290.239990234375,1839125.0,19.481657028198242,19.53349411091332,19.447100620873623,19.516215083341628,2861300.0,49.02765655517578,49.88100102130469,48.83411368097967,49.28278064281166,8777200.0,1810.0999755859375,1810.0999755859375,1810.0999755859375,1810.0999755859375,1.0,813.8499755859375,813.8499755859375,813.8499755859375,813.8499755859375,38.0,1.3601926565170288,1.3621565103530884,1.3509862422943115,1.360544204711914,0.0,0.9685999751091003,0.9747099876403809,0.9678900241851807,0.9688000082969666,0.0
2011-02-14,1364.5999755859375,1365.5999755859375,1356.5999755859375,1357.800048828125,181.0,1332.3199462890625,1332.9599609375,1326.9000244140625,1328.72998046875,3567040000.0,12268.1904296875,12276.2099609375,12235.91015625,12266.830078125,146350000.0,287.0400085449219,292.32000732421875,286.239990234375,289.5199890136719,1743525.0,19.5075740814209,19.550769999236163,19.490295055167334,19.54213213392802,1822700.0,49.66986083984375,49.83701271687016,49.22119725376738,49.256387475870234,4779600.0,1826.5999755859375,1826.5999755859375,1826.5999755859375,1826.5999755859375,1.0,832.2000122070312,832.2000122070312,832.2000122070312,832.2000122070312,38.0,1.3510043621063232,1.3558955192565918,1.3431652784347534,1.351515769958496,0.0,0.9736700057983398,0.9742000102996826,0.9690999984741211,0.9734699726104736,0.0
2011-02-15,1373.5999755859375,1376.0,1361.5999755859375,1361.5999755859375,321.0,1328.010009765625,1330.4300537109375,1324.6099853515625,1330.4300537109375,3926860000.0,12226.6396484375,12267.66015625,12193.26953125,12266.75,142580000.0,283.1199951171875,288.1600036621094,281.760009765625,287.8399963378906,1365950.0,19.524852752685547,19.524852752685547,19.464377809716236,19.48165518783703,2435000.0,50.59359359741211,50.77834062653701,50.16252502661242,50.23290213053021,8398600.0,1830.5999755859375,1830.5999755859375,1830.5999755859375,1830.5999755859375,1.0,839.2999877929688,839.2999877929688,839.2999877929688,839.2999877929688,38.0,1.3481086492538452,1.3547013998031616,1.346203088760376,1.3483085632324219,0.0,0.9704999923706055,0.9728800058364868,0.9649999737739563,0.9708300232887268,0.0
2011-02-16,1374.699951171875,1382.0,1370.5,1373.5999755859375,156.0,1336.3199462890625,1337.6099853515625,1329.510009765625,1329.510009765625,1966450000.0,12288.169921875,12303.16015625,12219.7900390625,12219.7900390625,146270000.0,284.239990234375,287.20001220703125,281.67999267578125,285.20001220703125,2396188.0,19.41254234313965,19.55077126649068,19.39526496358483,19.53349388693586,1528500.0,50.79593276977539,50.97187719723908,50.10973675015261,50.76074254191271,6611200.0,1833.300048828125,1833.300048828125,1833.300048828125,1833.300048828125,1.0,837.9000244140625,837.9000244140625,837.9000244140625,837.9000244140625,38.0,1.3498555421829224,1.3567968606948853,1.3465473651885986,1.3496005535125732,0.0,0.9659000039100647,0.9735000133514404,0.9616000056266785,0.9663000106811523,0.0
2011-02-17,1384.699951171875,1384.699951171875,1377.0,1377.699951171875,113.0,1340.4300537109375,1341.5,1331.0,1334.3699951171875,1966450000.0,12318.1396484375,12331.3095703125,12253.240234375,12287.7197265625,130860000.0,288.4800109863281,288.6400146484375,284.0799865722656,284.239990234375,1642213.0,19.360708236694336,19.395266293811638,19.343429208135685,19.38662677953231,1578600.0,51.42054748535156,51.42054748535156,50.831122876874616,51.13903235638274,6277500.0,1843.0,1843.0,1843.0,1843.0,1.0,842.5499877929688,842.5499877929688,842.5499877929688,842.5499877929688,38.0,1.357533574104309,1.36106276512146,1.3538944721221924,1.3576626777648926,0.0,0.9590799808502197,0.9599999785423279,0.9477999806404114,0.9591000080108643,0.0
